Day number,Deaths
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173]","[16, 15, 24, 26, 26, 38, 43, 46, 45, 58, 64, 66, 73, 73, 86, 89, 97, 108, 97, 146, 122, 143, 143, 106, 98, 136, 117, 121, 113, 100, 158, 81, 64, 37, 58, 65, 54, 73, 67, 85, 83, 102, 106, 105, 228, 197, 274, 330, 353, 448, 414, 691, 645, 819, 986, 1100, 1383, 1648, 1648, 1937, 2494, 2592, 2965, 3476, 3710, 3379, 4175, 4736, 5199, 6299, 6010, 6152, 5074, 5637, 7900, 6798, 7680, 7403, 6335, 5678, 5723, 7444, 8193, 7038, 8484, 6687, 4976, 5560, 7225, 6653, 6767, 6404, 6177, 3844, 4520, 6754, 6620, 5820, 5683, 5312, 3567, 4104, 5826, 6842, 5613, 5501, 4300, 4042, 3498, 5542, 5228, 5284, 5010, 4359, 3648, 3478, 4584, 4636, 4959, 4664, 4189, 3194, 3309, 3786, 5317, 4693, 4927, 4141, 3285, 3078, 4673, 4930, 5574, 4909, 4289, 3444, 3184, 4771, 5152, 5001, 4616, 4264, 3301, 3440, 6588, 5210, 5158, 5117, 4466, 3361, 3836, 5459, 5057, 5182, 4850, 4568, 3483, 3441, 5046, 4859, 5164, 5187, 4538, 3608, 3577, 5524, 5525, 5417, 5428, 5019, 4122, 3718, 5485, 25]"
